"OA","Age_0_17","Age_18_29","Age_30_44","Age_45_64","Age_65_up","united_kingdom","ireland","other_eu","other_countries","no_cars","one_car","two_cars","three_and_more_cars","employed","unemployed","retired","white","asian","black_african","other_arab","all_english","notall_english","kids_english","no_english","single","married","divorced","lowest_quali","highest_quali","christian","jewish","muslim","no_religion","owned","shared","social_rent","private_rent","rent_free","males","females"
"E00014342",9.6,25.2,39,18.6,7.7,32.9,1,23.3,42.9,60.8,34.6,4.6,0,75.7,2.7,4.9,75.7,9,0.5,7.6,66.2,5.4,0.8,27.7,51.3,38.2,4.2,0.5,77,60,2.9,9,13.3,31.5,0,0.8,64.6,3.1,51.4,48.6
"E00014344",3,38.3,33,17.5,8.2,25.7,2.4,25,46.9,84.6,14.1,1,0.3,66.3,2.9,2.4,62.6,25.2,2,3.3,52.6,1.8,0,45.6,66.2,18.7,9.6,3,63.5,43.8,2,6.6,27.9,18.8,0,2.1,77.3,1.8,51.8,48.2
"E00014345",8.3,24.4,29.8,22,15.6,40.5,2.4,27.3,29.8,65,25.2,9.8,0,71.9,8.2,7.6,83.9,4.4,1,4.4,60.2,9.8,1.6,28.5,46.8,35.6,9.6,3.2,64.9,62.9,3.4,3.9,14.6,33.3,0,14.6,50.4,1.6,46.3,53.7
"E00014346",3.8,35.6,25.8,19.2,15.3,36.3,2.7,17,44,80.1,16.7,2.6,0.6,62.3,4.4,6.9,69.8,14.3,3.8,3.8,65.4,0,0,34.6,70.1,16.4,8.5,2.3,57.1,54.9,2.7,7.7,15.9,40.4,0.6,3.2,55.1,0.6,41.2,58.8
"E00014347",12.1,21.9,38.1,16.5,11.4,38.7,1,26,34.3,53,39.3,4.8,3,73.5,1.5,6.8,90.2,3.5,1,2.9,61.9,10.7,3,24.4,38.9,47.9,7.9,1.1,68.9,53.7,5.1,3.8,24.1,32.1,0,3,58.9,6,52.1,47.9
"E00014348",7.1,14.9,23.7,18.3,36.2,46.2,1.2,19.5,33.1,59.5,31.9,6.9,1.8,66.4,1.6,14.8,81.1,5.3,0,5.9,72.4,6.9,0,20.7,36.1,46.2,6.3,8.2,56.3,56.8,2.4,8.9,20.7,55.2,0,0.9,40.5,3.4,50.9,49.1
"E00014349",2.9,42,30.8,15.2,9.1,28.3,1.8,21.4,48.6,85.3,13.9,0.9,0,59.5,3.9,4.3,68.1,12,5.4,7.6,57.1,0.9,0,42,69,21.4,4.8,3.7,62.7,52.9,2.2,10.5,22.5,28.1,0,4.8,63.6,3.5,42.4,57.6
"E00014350",6,8.5,13.1,19,53.6,68.6,3.9,7.8,19.6,77.6,20.6,1.9,0,40.4,4.8,37.5,78.4,9.2,6.5,0,80.4,3.7,0,15.9,40.7,22.1,17.9,11,18.6,62.1,0.7,2,21.6,0.9,0,91.6,4.7,2.8,47.1,52.9
"E00014351",15.2,18.6,30.4,26.1,9.7,43.9,0,21.5,34.6,50.8,35.7,9.5,4,72.2,2,6.1,77.6,11.4,0.4,2.5,67.5,8.7,0,23.8,47.8,41.9,5.4,2,69,65.8,2.5,5.1,11.4,36.5,2.4,0,53.2,7.9,54.4,45.6
"E00014352",27,20.8,21.9,21.8,8.3,55.7,1.6,7.8,34.9,68.6,25.5,3.9,2,49.3,7.2,5.8,56.2,4.2,9.4,10.4,66.7,5.9,6.9,20.6,48.6,23.2,12.7,14.1,32.4,38.5,2.1,27.6,18.8,7.8,0,67.6,21.6,2.9,43.8,56.2
"E00014353",10.9,14.6,25.2,22.4,26.7,41.1,2.8,18.3,37.8,44.1,44.8,9.8,1.4,61.6,3.4,10.2,89.4,4.9,0.4,0.4,67.8,11.2,0.7,20.3,28.6,54.1,7.3,2.3,60,71.1,1.6,1.6,12.6,58,0.7,2.8,33.6,4.9,48.4,51.6
"E00014354",21.1,13.5,24.8,30.4,10.3,55.1,0.5,18.7,25.7,39.3,40.2,15,5.6,69.1,1.9,8,88.8,3.3,0.5,1.9,71,11.2,1.9,15.9,35.8,49.7,9.8,2.3,64.7,75.2,3.3,1.4,10.3,64.5,0,0.9,31.8,2.8,48.6,51.4
"E00014355",22.3,13.8,19.7,26.1,18.2,72.9,2.5,8.4,16.3,78,22,0,0,50.7,9,13.9,79.3,3.4,3.4,6.4,80,4,3,13,38.1,29.4,18.1,15.6,20.6,68,0,8.4,9.4,1,0,92,5,2,41.9,58.1
"E00014356",12.9,17,20.9,28.3,21,48,1.4,22.3,28.4,48.2,42.4,8.2,1.2,66.7,0,11.7,82.4,6.8,2.7,4.1,61.2,9.4,1.2,28.2,37.6,47.4,9.8,3,54.9,58.1,5.4,8.1,18.9,36.5,2.4,7.1,50.6,3.5,52.7,47.3
"E00014357",15.6,18.5,29.8,27.4,9,25.6,3,35.1,36.3,38.8,44.7,10.6,5.9,70.1,0.7,5.1,78,7.7,0.6,2.4,57.6,8.2,2.4,31.8,37.9,44.8,6.2,5.5,47.6,64.9,3.6,1.2,15.5,24.7,1.2,0,56.5,17.6,49.4,50.6
"E00014358",13.8,19.1,29.3,21.3,16.4,42,0.5,19.7,37.8,42,40,16,2,74.5,0.7,11.1,83.5,5.3,0,2.1,66,10,1,23,44.4,39.5,9.9,4.9,60.5,57.4,2.1,5.3,21.3,46,0,1,43,10,53.2,46.8
"E00014359",13.4,11.6,30.9,26.5,17.7,40.3,1.7,20.4,37.6,43.4,45.5,6.1,5,66.4,2.8,10.5,82.9,6.6,0,4.4,57.6,9.1,0,33.3,35.4,50,7,7.6,52.5,60.2,7.7,7.7,11,37.4,1,0,42.4,19.2,48.1,51.9
"E00014360",13.4,12.6,27.6,26.1,20.3,35.4,0.4,28,36.2,39.4,46.7,10.9,3,66,1,9.6,76.8,11.4,0.4,3.3,66.4,8.8,0.7,24.1,34.3,53.7,5.1,1.4,57.4,52,5.3,9.3,17.9,46.7,0.7,0,43.1,9.5,47.2,52.8
"E00014361",7.2,28,32,19.9,13.1,45.9,1.8,18.9,33.3,54.1,33.3,8.1,4.4,71.4,2,10.6,86,8.1,0,2.3,68.9,9.6,0,21.5,49,36.5,5.8,3.8,65.4,62.2,1.4,2.3,18.9,46.7,0,0,49.6,3.7,48.2,51.8
"E00014362",16.5,13.4,22.4,30,17.7,60.2,1.6,14.6,23.6,33.1,44.6,18.2,4.2,66.2,1.5,12.8,92.1,3.1,0.8,0.4,79.3,8.3,3.3,9.1,29.1,48.8,9.4,6.1,58.2,63.8,6.7,1.2,13,47.9,0,0,50.4,1.7,46.5,53.5
"E00014363",18.4,11.2,24,32.7,13.8,34.7,2,24,39.3,53.3,36.2,8.6,1.9,63.5,0,7.1,82.7,7.1,1,0.5,63.8,9.5,4.8,21.9,39.5,43.1,10.2,4.8,53.9,53.1,5.6,4.6,18.4,35.2,0,12.4,41,11.4,50,50
"E00014364",23.3,19.2,19.6,23.7,14,55.4,1.9,8.7,34,64,34.2,1.8,0,46.6,8.1,7.6,46.5,17.6,15.1,8.7,58.8,25.4,5.3,10.5,45.1,32.5,10.2,11.8,27.6,47.1,0.3,28.5,10.3,19.3,1.8,70.2,7,1.8,43.6,56.4
"E00014365",27.9,9.9,22.2,26.4,13.7,48.1,0,25,26.9,29.1,50,15.1,5.9,62.3,1.4,8.9,90.6,2.8,0,1.9,68.6,11.6,5.8,14,34.8,49.4,6.3,3.2,63.9,60.8,6.6,5.2,13.2,60.5,0,0,32.6,7,45.3,54.7
"E00014366",15.3,11.8,28.1,32.6,12.3,52.2,0.6,16.9,30.3,38.3,39.4,13.8,8.5,62.8,5.5,7.6,88.2,6.7,0.6,0,70.2,12.8,1.1,16,34.4,49.4,7.1,2.6,62.3,59,3.9,2.8,18,56.4,0,5.3,34,4.3,50.6,49.4
"E00014367",22.2,11.6,30.7,24.5,11.2,41.8,2.7,16.4,39.1,45.5,43.6,6.9,4,64.5,1.2,9,76.9,11.1,0.4,4.9,65.3,12.9,2,19.8,31.8,56.2,4,2.3,58,56.4,6.7,1.8,15.1,32.7,1,13.9,44.6,7.9,48.9,51.1
"E00014368",17.9,16.1,24.1,30.6,11.1,41.8,0.8,19.2,38.3,45.1,43.7,9.2,2.1,62.1,0.5,10,84.7,6.5,1.1,3.1,66.9,12.7,0,20.4,39.4,45.4,9.6,6.9,55,57.9,5.7,5.7,20.3,30.3,0,10.6,54.9,4.2,53.6,46.4
"E00014370",8.1,31.5,31,21.2,8.2,37.6,0,27.3,35.1,63.2,28.9,5.9,2,72.1,1.8,7.8,83.3,6.1,2.4,3.3,59.2,7.2,0.7,32.9,55.1,37.4,5.7,1.8,69.6,62,1.2,4.9,18,40.1,0.7,0.7,55.9,2.6,49.4,50.6
"E00014371",18.6,15.3,22.5,30.1,13.5,44.9,0.4,24.6,30.1,37.2,47.8,14.2,0.9,69.6,1.7,8.3,89.8,2.1,0,3.8,56.6,16.8,1.8,24.8,30.8,47.7,8.2,3.1,57.4,57.6,8.1,5.5,19.5,41.6,2.7,0,38.9,16.8,54.7,45.3
"E00014372",10.9,15.5,32.6,25.5,15.4,43.5,1.3,22.6,32.6,53.1,40.6,3.9,2.4,62.6,3.4,10.8,82,3.8,2.1,4.2,65.6,14.1,0.8,19.5,43,40.2,9.8,2.3,66.4,54,0.8,3.8,27.2,48.4,0.8,9.4,38.3,3.1,49.8,50.2
"E00014373",10.3,16.6,42.5,22.1,8.6,46.8,2.2,23.1,28,45.1,43.1,9.8,2,76.8,3,7.3,73.1,9.7,3.2,5.4,66.7,11.8,1,20.6,49.7,40.8,5.3,2.4,71,56.5,1.1,7,21,52.9,0,7.8,34.3,4.9,50.5,49.5
"E00014374",29.4,9.5,19.9,34.1,7.2,42.9,0,16.4,40.7,23.6,37.7,25.5,13.2,53.9,2.6,7.8,82.6,6.9,0.3,3.2,72.6,17,0.9,9.4,32.9,54.9,6.8,3,59.1,52.1,9.5,6,11.7,66,0.9,3.8,24.5,4.7,48.9,51.1
"E00014375",28.8,17.7,29,20.5,3.9,49.1,1.5,5.4,43.9,44.1,48,7.8,0,51.5,6,2.1,39.8,14.9,12.6,18.8,54.2,13.4,9.5,22.9,42.5,41.3,6.5,8,49.9,29.2,1.1,39.8,16.2,28.5,7.3,35.2,27.4,1.7,46.5,53.5
"E00014376",7.8,27.3,38.2,20,6.6,41.8,2.4,19.4,36.4,73.1,22.3,4.7,0,67,7.1,4.8,63.6,12.4,6.7,6.1,56,16.1,1.6,26.4,64.1,21.7,7.6,2.3,58.2,41.5,2.4,11.8,30.3,16.1,0,17.1,65.3,1.6,50.9,49.1
"E00014377",17.7,12,17.4,29.4,23.3,41.5,0,14.6,44,35.5,36.2,23.9,4.3,50,3.4,14.5,65.5,12.3,3.2,7.3,65.2,15.2,2.9,16.7,33.6,50.2,7.5,5.3,59.2,52.5,5.1,20.3,12.3,67.4,0,4.3,23.2,5.1,45.6,54.4
"E00014378",18.2,16.9,36.8,20.9,7,51.7,1.8,15.4,31.1,68.5,27.7,3.8,0,71,5.8,6.1,65.3,8.6,7.8,3.4,67.6,8.5,3.3,20.7,53.8,31.2,8.9,5.7,64,49.3,0.5,7.8,23,39,2.3,21.1,34.3,3.3,47.3,52.7
"E00014379",30.3,7.9,20.9,35.1,5.7,40.5,0.3,15.8,43.4,26.2,42.7,25.2,5.8,55.7,3.1,3.5,82.9,9.5,0,4.1,61.2,21.4,1.9,15.5,23.3,65.3,6.4,5.5,64.4,65.8,4.1,3.5,11.1,65,0,0,33,1.9,48.4,51.6
"E00014380",21.2,5.9,25.7,24.9,22.4,57.2,1.1,11.2,30.5,7.1,51.8,31.2,9.8,55.1,2.6,17.3,78.1,7.4,0.7,3.3,80.4,11.6,0.9,7.1,17.1,66.8,6,2.3,69.6,52.4,5.9,5.9,19.7,73.2,0,1.8,23.2,1.8,48.3,51.7
"E00014381",16.8,21.5,33.3,24.5,3.8,50.6,1.7,11.4,36.3,53,40.2,6,0.9,64.8,3.1,3.6,65.4,12.7,7.6,3.4,72.6,12.8,0.9,13.7,60.8,23.1,8,5,56.8,44.7,0,10.5,27,47,0.9,23.9,27.4,0.9,48.1,51.9
"E00014382",29.6,7.7,21.9,24.9,16.1,50.8,0.2,19,29.9,6.3,58,29.4,6.3,57.7,0.7,12.9,82.9,11.2,0.2,2.1,69.9,16.8,3.5,9.8,19.2,70.4,4.9,3.9,60.9,58.7,2.9,2.9,20.4,69.9,0,0.7,24.5,4.9,47.3,52.7
"E00014383",10.8,13,28.8,28,19.5,39.9,0.7,17.6,41.7,37.1,50,7.9,5,74.3,0,9,82.4,11.5,0.7,2.2,62.1,13.6,0.7,23.6,36.7,46,8.5,1.6,64.5,56.1,5.8,4.7,18.7,50,0,0.7,41.4,7.9,56.1,43.9
"E00014384",21.9,10.3,23,24,20.9,46.4,1.2,15.8,36.7,31.3,42,23.7,3.1,65.2,2.1,9.9,75.2,9.7,1.2,2.4,61.1,19.8,4.6,14.5,25.8,60,7.3,4.2,56.9,56.7,4.5,7,19.4,57.3,1.5,3.1,29.8,8.4,46.4,53.6
"E00014385",23.2,10.2,27.3,28.1,11,44.1,0.4,19.2,36.3,36.7,38.8,19.4,5.1,63.1,1.1,5.6,78,11,2.9,0.4,72.4,13.3,0,14.3,32.5,56.7,4.6,4.1,58.8,63.3,5.7,2.9,16.7,61.2,0,0,37.8,1,44.9,55.1
"E00014386",16.2,21,33.5,21.9,7.5,45.2,1.8,16.2,36.8,69.4,25.6,3.9,1.2,67.9,4.7,4,64.4,13.8,5.4,1.2,65,13.9,1.7,19.4,51.4,34.5,9.5,4.6,53.9,46.1,0,8.1,31.4,30,1.7,23.3,40.6,4.4,48.2,51.8
"E00014387",23.6,10.8,23.7,32.7,9.2,42.8,1.8,17.5,37.8,15.9,37.4,24.3,22.5,69.9,1.7,4.6,69.5,13.5,0.3,8.6,67.3,15.9,2.8,14,30.6,60.3,4.8,6,50,60.3,5.5,10.2,13.5,71,0.9,0,20.6,7.5,47.4,52.6
"E00014388",12.8,32.1,28.5,18.5,8.1,47.1,2.3,15.4,35.3,50.4,39.5,4.2,5.9,73.3,4.3,6.4,75.6,9.5,7.2,2.3,71.4,10.1,0,18.5,52.8,23.8,11.9,4.1,59.6,48,2.3,8.1,27.6,37,0,16,46.2,0.8,52.9,47.1
"E00014389",21.2,13,35.1,22.3,8.2,14.8,1.4,24.1,59.8,61.7,32.8,3.1,2.4,53.7,2.3,5,59.5,16.5,0.7,13.7,39.1,11.7,3.1,46.1,27.4,62.6,4.3,1.7,59.1,45,1.7,19.6,15.1,14.8,0.8,2.3,78.9,3.1,51.9,48.1
"E00014390",29.5,8.3,19.4,26.3,16.5,38.7,1.3,15.6,44.4,35.7,45.2,14.8,4.3,55.6,3.4,8.3,67,9.2,6.3,10.2,60,19.1,1.7,19.1,29.2,54.5,5.6,2.1,58.4,55.9,4.4,11.4,12.4,53,0,9.6,29.6,7.8,43.2,56.8
"E00014391",16.3,13,25.2,22.9,22.3,29.4,0.5,11.7,58.4,64.2,27.5,4.6,3.6,47.7,2.6,14.2,49.5,12.6,2.3,25.2,53.2,13.8,2.8,30.3,28.9,51.1,6.1,3.9,43.9,41.1,6.1,27.6,12.6,53.2,0.9,3.7,35.8,6.4,48.6,51.4
"E00014392",28,7.5,28,22,14.6,31.1,0.4,15.7,52.8,28.9,51.1,17.8,2.2,56.4,5.5,8.5,60.6,17.3,0.4,12.2,56.7,20,6.7,16.7,20.9,58.3,7,2.7,56.1,42.1,2.4,20.5,15.4,62.2,0,3.3,34.4,0,43.3,56.7
"E00014393",25.1,13.8,20.7,29.2,11.6,37.9,0.7,17.5,43.9,28.3,43.4,23.6,4.7,58,3.4,8.8,67.4,15.8,0,3.5,55.7,20.8,1.9,21.7,26.9,62.1,4.6,2.3,61.6,44.2,4.6,15.8,17.2,74.5,0,1.9,20.8,2.8,46.7,53.3
"E00014394",17.2,25.4,27.9,24.6,4.9,54.5,1.6,8.6,35.2,58.9,36.6,3.6,0.9,59.6,5.8,8.2,59.8,13.9,9.8,7.4,63.4,17.9,4.5,14.3,55,27.8,8.6,6.7,46.9,48.8,0.8,14.8,23.4,25.9,0.9,38.4,34.8,0,47.5,52.5
"E00014395",9.9,28.5,36.9,20.6,4.3,41.1,3.7,23.4,31.8,61.3,35.5,3.2,0,73.2,4.7,5.3,71,11.2,2.8,5.1,54.8,16.9,1.6,26.6,61.7,22.3,7.8,5.7,64.8,47.7,0.5,13.6,24.8,28.2,0.8,13.7,54.8,2.4,55.6,44.4
"E00014396",19.8,23,24.4,18.5,14.3,53.3,0.3,8,38.3,36,51.5,8.1,4.4,52.3,3.2,10.6,65.9,13.9,3.1,4.5,64,11.8,0.7,23.5,37.6,45.3,7.7,3.8,56,43.6,4.2,12.9,29.6,56.6,0.7,8.1,30.1,4.4,48.8,51.2
"E00014397",19.4,20.3,37.2,19.5,3.5,38.5,1,14.8,45.8,58,34.8,6.3,1,73.3,3.3,3,67.2,9.5,9,2.5,57,9.7,1,32.4,52.9,33.5,8.8,6.6,59.2,56,0.8,9.5,21,30.4,0.5,11.6,55.6,1.9,45.5,54.5
"E00014398",15.6,19.7,28.1,22.2,14.2,26.7,0,11.8,61.5,57.9,40.3,1.9,0,59.5,5.2,6.9,43.1,21.5,2.8,18.8,44.7,14.5,3.8,37.1,43.6,34.8,10,4.4,54.4,39.6,1.7,29.9,16.3,47.2,0.6,0.6,48.4,3.1,50,50
"E00014399",15,24.5,29.1,22.3,9.2,39.1,0.9,19.5,40.5,45.2,47.6,5.6,1.6,65.6,2.2,8.2,79.1,7.3,0.9,3.2,62.9,7.3,1.6,28.2,50.3,36.6,7.9,3.7,62.3,53.6,3.6,4.5,21.4,50,0,7.3,39.5,3.2,53.2,46.8
"E00014400",14.4,12,35.8,25.7,12.1,36.2,1.2,15.6,47.1,37.4,41.7,18.3,2.6,66.8,4.7,10.3,72.4,9.7,4.7,4.7,67,14.8,2.6,15.7,37.3,42.7,12,3.6,63.1,53.7,2.7,3.9,26.5,37.4,0.9,7.8,51.3,2.6,51.8,48.2
"E00014401",11.1,21.3,27.5,30.9,9.2,41.1,2.4,13.5,43,42.9,34.1,17.6,5.5,65.2,3.9,6.7,74.9,11.1,2.9,5.8,73.6,16.5,1.1,8.8,45.9,42.7,2.7,4.9,55.1,53.1,0,8.7,27.5,59.3,0,0,31.9,8.8,49.8,50.2
"E00014402",22,17.7,25.4,26.7,8.2,52.6,3,6,38.4,67.8,28.7,3.5,0,50.3,5.7,6.9,50.4,13.8,15.5,7.8,55.7,9.6,6.1,28.7,55.7,25.4,10.3,13,40.5,47.4,1.3,19.8,19,13.9,0,64.3,20.9,0.9,48.7,51.3
"E00014403",18,13.9,30,19.3,18.9,49.3,0.5,14.3,35.9,44,36,18,2,65.5,3.6,10.9,84.3,7.4,1.8,1.8,76,13,0,11,32.4,55.3,7.3,2.2,77.1,54.4,6.5,3.7,22.6,73,0,1,26,0,47,53
"E00014404",21.1,23.6,31,17.3,7,57.2,4.1,11.4,27.3,61.3,32.3,6.5,0,63.6,4.8,8.6,64.2,8.5,3.3,4.1,71,10.5,2.4,16.1,60.4,26.3,8.3,6.5,53.5,50.6,0.4,10.7,21,34.7,0.8,27.4,33.9,3.2,52,48
"E00014405",13.7,22.5,40.6,15.6,7.6,35.6,2.5,12.5,49.4,65.1,29.1,5.8,0,72.2,0.8,3.8,59.4,6.2,2.5,12.5,61.6,12.8,2.3,23.3,49.6,36.7,10.1,0.7,66.9,55,2.5,15.6,15.6,32.6,1.2,1.2,61.6,3.5,56.2,43.8
"E00014406",16.9,17.8,35.1,25.2,5,50.5,1.5,19.3,28.7,63.7,27.4,8,0.9,63.1,5.4,5.4,72.8,6.9,4,3,67.3,10.6,1.8,20.4,58.6,28.4,7.7,7.7,65.1,48.5,2.5,7.4,29.2,29.2,1.8,15.9,49.6,3.5,54.5,45.5
"E00014407",21.5,12.1,33.6,24.5,8.2,56.9,5.2,9.9,28,58.7,31.4,8.3,1.7,54.1,11.9,7.6,59.9,10.8,11.6,4.7,71.1,4.1,5,19.8,48.4,27.7,17.6,9.6,45.2,59.1,0,8.6,19,19,0.8,55.4,23.1,1.7,47.8,52.2
"E00014408",20.7,14.2,34.1,21.8,9,58.3,2.8,13.3,25.6,35.9,45.7,15.2,3.3,66.7,5.6,7.4,69.7,8.1,5.7,4.7,73.9,8.7,3.3,14.1,30.8,50.9,10.1,1.8,63.9,50.7,2.4,11.8,22.7,45.7,0,23.9,28.3,2.2,51.7,48.3
"E00014409",19.7,13.9,25.5,26.8,14.2,63.2,1.3,10.3,25.2,33.1,43.9,20.9,2.1,67.4,3,9.4,85.5,6.8,2.6,0.3,77.7,13.7,0,8.6,38.4,51.2,3.2,3.6,68.4,59.4,5.2,1.3,21,58.3,0,3.6,36.7,1.4,46.1,53.9
"E00014410",18.1,13.5,39.1,19.6,9.7,55.2,1.3,16.8,26.6,42.9,39.3,12.1,5.7,77.4,0.8,2.9,85.9,5.1,0.7,2.4,72.1,9.3,1.4,17.1,43.3,42.9,5.3,5.3,66,65,2.7,1.3,20.2,53.6,0,0,44.3,2.1,53.5,46.5
"E00014411",16.4,20,21.6,25.7,16.3,48.6,1.6,16.7,33.1,48.8,38.8,9.1,3.4,64.1,1,12.5,79.6,9,0.8,2,70.2,9.9,2.5,17.4,47.8,37.2,7.2,5.3,62.8,54.3,0.8,6.9,24.5,50.4,0,14.9,31.4,3.3,48.6,51.4
"E00014412",28.2,21.8,17.9,24.8,7.5,59.1,2.7,10.4,27.8,69.3,25.7,5,0,44.1,7.3,7.7,49.6,3.9,25.4,6.9,62.9,13.6,5,18.6,57,21.5,12.1,11.3,26.2,46,0.9,28.1,12.5,9.3,3.6,75.7,11.4,0,41.5,58.5
"E00014413",20.4,9.2,22.6,20.2,27.6,60.8,3.2,10.6,25.3,40,44.8,12.4,2.9,65.1,3.4,15.4,83.4,5.1,1.8,0.5,75.2,11.4,0,13.3,28.2,48.9,10.9,6.9,56.9,62.7,2.8,1.8,22.1,43.8,0,35.2,19,1.9,49.8,50.2
"E00014414",24,18.9,22.2,22.5,12.4,60.4,2.9,10.5,26.2,55,35.1,8.1,1.8,56,12,9,57.5,3.6,13.1,4,64,14.4,6.3,15.3,45.3,33.6,8.9,8.9,33.2,58.5,0.4,13.5,14.9,16.2,0,78.4,5.4,0,45.5,54.5
"E00014415",16.3,19.4,23.5,22.4,18.3,64.8,2,5.2,27.9,62.4,34.1,3.5,0,57.3,4.7,16.1,70.1,4.4,14.8,2.3,77.6,9.4,1.8,11.2,45.1,31.5,12.5,12.2,31.2,52.9,0.3,13.4,17.4,8.2,8.8,70.6,10,2.4,52.3,47.7
"E00014416",16.7,14.8,21.8,34.2,12.6,63.9,1.4,10.6,24.1,45.5,37.5,10.7,6.3,64.5,4.1,12.4,83.8,2.3,9.3,0,75.9,8,0,16.1,41.8,38.5,10.4,3.8,60.4,63.4,0,2.3,17.1,44.6,0.9,32.1,20.5,1.8,45.8,54.2
"E00014417",22.1,13.7,20.5,28.9,14.8,57,1.5,9.5,31.9,29,31,22,18,63.5,4.1,8.1,77.6,5.3,1.9,1.5,67,16,3,14,26.9,61.8,6.6,5.7,59.4,55.9,6.5,4.2,18.6,71,0,2,22,5,46.8,53.2
"E00014418",13.9,9.1,15.2,27.1,34.8,56.7,4.8,12.9,25.7,67.2,29.6,2.4,0.8,45.5,4.1,22.1,62.9,8.1,11.9,2.9,73.6,8,1.6,16.8,38,32.6,14.1,8.7,22.8,57.1,1,9.5,20,3.2,0,89.6,4.8,2.4,45.2,54.8
"E00014419",19.8,17.4,15,27.6,20.2,64,2.4,5.9,27.7,74.6,21.2,4.2,0,45.7,4.3,14.7,53.8,4.7,20.9,10.3,76.3,14.4,0,9.3,41.1,26.3,13.9,16.3,21.5,61.3,0.4,15.4,8.3,5.9,0,82.2,9.3,2.5,45.1,54.9
"E00014420",9.7,15,19,26.6,29.7,62.4,0.4,12.4,24.8,46.1,42.2,10.2,1.6,65.1,3,13.9,84.5,7.5,1.8,0.4,79.7,10.2,0.8,9.4,40.5,39,9.3,4.4,59.5,61.9,5.3,0.9,20.4,46.1,0,22.7,28.9,2.3,37.2,62.8
"E00014421",17.6,10.4,27,28.4,16.6,71.2,1.4,8.6,18.7,36.3,41.1,21,1.6,67.8,2.2,9.3,88.8,3.6,0.4,1.1,79.8,5.6,1.6,12.9,38,44.9,11.5,4.3,60.7,55.8,2.2,2.2,30.2,58.1,0,8.1,30.6,3.2,45.3,54.7
"E00014422",22.6,11.5,15.8,26.9,23,64.1,1.7,6.4,27.8,63,34.5,1.7,0.8,45,4.4,18.1,65.8,4.7,9,13.7,68.1,11.8,2.5,17.6,35.3,34.8,13.4,11.2,21.4,53.8,0.4,19.2,14.5,4.2,0,86.6,7.6,1.7,47.9,52.1
"E00014423",15.2,8.5,17.4,24.5,34.5,60.7,4.4,8.5,26.3,60.8,30.1,7.8,1.3,54.6,5.5,20.8,81.1,5.6,4.4,0.7,83.7,4.6,0,11.8,34.6,36.8,13.7,6.4,41.9,68.1,1.1,3,17.4,17,0.7,69.3,12.4,0.7,45.6,54.4
"E00014424",21.6,13.2,20.8,22.8,21.6,73.2,3.2,5.2,18.4,43.3,38.5,18.3,0,60.7,8.4,12.9,84.4,1.6,5.6,4.8,84.6,7.7,1.9,5.8,35.2,48.7,5.5,4.5,45.7,66,0.4,5.6,16,38.5,0,51,9.6,1,51.2,48.8
"E00014425",19.5,15.8,19.2,29.6,15.8,56.7,3.8,6.7,32.9,59.3,35.4,4.4,0.9,52.5,5.6,14.5,55.4,11.2,10.8,2.1,77,9.7,1.8,11.5,42.7,31.7,12.6,8.5,37.2,52.9,2.1,12.5,21.2,15.9,0,71.7,11.5,0.9,45.4,54.6
"E00014426",20.2,15.9,27.8,24.5,11.6,57.3,0,14.6,28.1,46.5,38.6,11.8,3.2,58,6.1,8.7,81.1,6.6,0.7,0.7,67.7,11,3.9,17.3,43.5,41.1,8.5,6.9,53.3,63.6,2,1,20.2,48,0,5.5,39.4,7.1,47.7,52.3
"E00014427",20.1,13.7,16.7,34.1,15.3,63.8,0.7,11.3,24.2,34.4,41.4,19.5,4.7,60.7,2.2,12.1,87.4,2.7,1.4,1.7,79.7,12.5,0,7.8,35.7,50.6,4.1,5,65.6,63.1,2,2,24.6,64.8,2.3,3.9,25.8,3.1,46.8,53.2
"E00014428",23,10.4,25.8,28.5,12.2,59.9,0.7,15,24.4,27.5,50,14.2,8.3,70.5,3.3,7.6,87.8,5.2,1,1,74.2,8.3,0.8,16.7,26.2,57.3,10.7,3.1,62.7,66.2,7,0.7,19.5,63.3,0,3.3,31.7,1.7,48.1,51.9
"E00014429",16,15.6,28,33.5,7,55.3,1.5,13.5,29.8,48.2,30.2,18,3.6,68.6,3.1,5.7,78.2,10.2,4.7,1.1,72.7,9.4,0.7,17.3,43.2,40.2,10.7,7.3,58.5,53.1,4.7,5.1,20.4,47.5,6.5,12.2,30.2,3.6,46.9,53.1
"E00014430",17.7,15.9,33.8,20.6,11.8,51.2,1.8,17.4,29.5,52.9,37.1,8.6,1.4,75.1,0.9,7,79.4,5.3,4.6,5,77.9,6.4,1.4,14.3,42.2,39.7,14.3,3.4,67.5,59.8,3.2,5.7,21.7,52.1,0,13.6,34.3,0,45.9,54.1
"E00014431",15.1,30.4,31.4,17.1,6,56.4,1.4,11.1,31.1,66.2,30.5,3.3,0,66.8,5.1,4.7,70.4,2.1,11.8,2.1,73.5,4.6,0.7,21.2,64.4,24.7,8.4,8.4,49,47.1,0.4,10,30,24.5,2,29.1,43,1.3,48.6,51.4
"E00014432",19.1,23.3,31.2,18.9,7.5,54.2,2.4,19.4,24.1,65.1,28.6,4.8,1.6,71,1.9,7.1,77.1,3.6,9.5,1.2,70.6,10.3,2.4,16.7,59,26.9,9.4,6.6,63.7,45.1,1.6,9.1,29.6,34.1,0,29.4,35.7,0.8,54.5,45.5
