"OA","Age_0_17","Age_18_29","Age_30_44","Age_45_64","Age_65_up","united_kingdom","ireland","other_eu","other_countries","no_cars","one_car","two_cars","three_and_more_cars","employed","unemployed","retired","white","asian","black_african","other_arab","all_english","notall_english","kids_english","no_english","single","married","divorced","lowest_quali","highest_quali","christian","jewish","muslim","no_religion","owned","shared","social_rent","private_rent","rent_free","males","females"
"E00014158",11.7,15,37,27.6,9,54.7,1.1,20.4,23.8,52.9,40.4,5.8,1,78.7,1.3,9,91.7,5.5,0,0.6,75,11.5,0,13.5,56.2,25,10,2.5,71.2,53,3.3,2.8,33.7,55.8,0,4.8,39.4,0,47.5,52.5
"E00014159",14.2,16.5,32.4,28,8.8,54.4,3.3,12.6,29.7,44.1,43,12.9,0,70.1,3.9,10.4,84.1,6.6,2.7,1.1,82.8,5.4,1.1,10.8,50,35.4,7.6,2.5,67.7,44,3.3,1.1,36.8,55.9,0,15.1,28,1.1,48.9,51.1
"E00014160",21.2,14.6,29.8,25.8,8.8,53.2,2,12.7,32.2,48.6,36.4,12.1,2.8,63.1,4.4,4.4,81,6.3,3.9,1,72,16.8,0.9,10.3,50.3,32.7,10.3,4.8,69.1,54.6,5.4,4.9,17.6,47.7,0,22.4,28,1.9,39.5,60.5
"E00014161",16.4,19.2,30.7,26.7,7.2,47.4,3.6,11.6,37.5,59.7,32.8,7.5,0,71.4,4.4,8.3,80.5,8.4,2.4,0.8,76.1,11.2,0,12.7,56.3,29.1,8.9,3.8,70.9,55.8,1.6,1.6,25.9,41.8,1.5,11.2,44.8,0.7,46.2,53.8
"E00014162",14.3,24.9,32.1,22.3,6.3,54.4,0.6,14.6,30.4,57.7,32.1,7.1,3.2,69.9,9.6,4.6,65.6,9.2,14.6,0.6,71.8,14.7,3.2,10.3,63.3,21.1,9.4,7.8,51.3,49.9,0.3,4.6,30.4,25.6,7.7,35.9,30.1,0.6,50.4,49.6
"E00014163",11.5,16.4,24.6,33.6,13.9,61.6,1.9,7.1,29.5,60.6,30.3,7.7,1.4,57.2,4.7,10.6,61.6,10.8,13.1,4.5,71.1,12.7,0.7,15.5,54.1,22.4,14.6,13.8,41.1,38.8,3,10.4,32.1,22.5,1.4,54.2,20.4,1.4,51.1,48.9
"E00014164",14.5,11.7,32.6,27.6,13.4,53.6,3.3,10.5,32.6,77.5,21.1,0,1.4,57.4,9.7,10.8,59,11.3,13.4,2.5,69.7,8.5,2.1,19.7,54.6,25.4,10.2,8.8,37.1,47.3,0.4,10,28.5,13.4,0,71.8,14.1,0.7,50.2,49.8
"E00014165",16.3,15.8,27.8,25.5,14.7,63.3,3.1,10.8,22.8,56.7,38.1,5.2,0,63.3,6.8,10.6,62.9,5.8,22.8,2.3,79.1,7.5,3,10.4,53.2,24.1,11.8,9.5,45.9,42.1,0,7.3,32.8,18.7,0,58.2,22.4,0.7,49.4,50.6
"E00014166",15,20,23.5,31.5,10,62,1,10.5,26.5,75.2,20.8,4,0,58.2,7.1,8.2,59.5,11,13,2,73.3,9.9,0,16.8,59,19.7,12.9,12.9,40.4,46.5,1,7.5,28,10.9,0,66.3,22.8,0,48,52
"E00014167",15,23,30.7,18.2,13.1,53.6,2.2,15.3,28.8,65.8,30.1,4.1,0,66.1,6.3,9.5,69.3,5.8,14.2,3.3,73.3,11.6,2.1,13,60.1,21,9.7,7.1,49.6,48.9,1.1,14.2,27.7,27.4,0.7,50,18.5,3.4,55.5,44.5
"E00014168",15.1,15.3,35.8,26.7,7.3,62.4,2.2,13.5,21.9,62.1,27.6,8.3,2.1,68.1,4.7,5.5,74.1,8.8,7.3,2.6,77.2,9.7,0,13.1,56.2,26.2,12.9,6.2,46.2,49.3,0,10.2,28.1,26.9,0,44.1,29,0,51.8,48.2
"E00014169",15.9,26.4,25.9,25.4,6.5,60.1,0.3,11.3,28.3,58,33,7.4,1.7,69.1,4.8,6.1,67.7,7,16.4,1.1,67,16.5,1.1,15.3,64.7,25.6,6.6,9.4,52.2,45.8,1.3,9.2,29.6,32.4,0,35.2,31.2,1.1,52.3,47.7
"E00014170",17.1,19.2,31.6,26.1,6,58.1,2.6,14.5,24.8,59.6,33,7.3,0,68.8,8.3,4.7,62,5.1,15.8,1.7,67,19.3,1.8,11.9,52,32.1,8.7,4.6,44.9,43.2,3.8,15,21.4,23.9,0,50.5,24.8,0.9,50,50
"E00014171",14.3,13.4,28.9,34.7,8.7,59.4,2.9,11.3,26.4,68.1,29,2.9,0,63.4,6.9,6.9,61.5,7.1,16.3,5.4,71,14.5,2.2,12.3,51.9,29,10,10,43.3,47.3,1.3,8.8,25.5,7.2,1.4,69.6,20.3,1.4,51.9,48.1
"E00014172",10.7,26.9,32.3,22.7,7.4,42.9,1.4,23.4,32.3,74.5,23,1.8,0.6,69.1,3.6,4,76.6,3.2,7.8,2.1,61.2,7.3,3.6,27.9,60.4,22,13.7,6.7,47.8,54.3,1.4,8.9,25.5,21.2,0,30.3,47.9,0.6,51.8,48.2
"E00014173",16.2,18.3,23.9,32.2,9.5,58.9,2.2,10,28.9,63.6,31.8,4.7,0,70.5,5.4,5.4,60,6.1,21.1,2.2,75.7,7.5,2.8,14,69.7,11,9.7,9,47.1,46.1,0.6,6.7,30,8.4,2.8,72,16.8,0,48.9,51.1
"E00014174",22.9,15.3,36.7,20.5,4.6,60.6,2.4,10.4,26.6,53.6,39.9,5.8,0.7,72.6,8.7,4,71.9,4.9,12.5,2.4,75.4,8.7,3.6,12.3,53.9,34.1,7,7.8,57,54.7,2.1,7.3,22.6,39.9,1.4,32.6,25.4,0.7,43.7,56.3
"E00014175",14,20.7,38.7,18.5,8.1,61.3,1.1,11.8,25.8,68,26.5,4.1,1.4,66.2,6.8,8,68.3,10.3,11.1,1.8,74.8,10.9,0.7,13.6,60.2,19.5,13.3,6.2,55.6,49.4,0.7,3.3,32.1,27.2,0,26.5,44.2,2,51.7,48.3
"E00014176",14.5,21.4,30.6,24.3,9.2,57.7,0.6,13.9,27.8,60.6,34.1,3.5,1.8,65.3,8.4,6.9,64.7,4.1,17.4,2.2,72.9,7.6,1.2,18.2,60.6,21.5,7.3,8,49.6,44.8,0.3,8.8,28.7,12.9,0,58.2,27.1,1.8,43.5,56.5
"E00014177",19.6,18.3,24.3,23.3,14.5,52.1,2.8,6.3,38.8,74,20.5,3.9,1.6,45.6,9.6,10.9,44.5,9.8,23.7,6.6,60.6,9.4,4.7,25.2,51.3,28.4,9.6,13,30.7,49.5,0.3,23.7,16.7,10.2,0,78.7,11,0,44.8,55.2
"E00014178",16.5,15,20.5,27.4,20.5,52.5,5.9,10,31.5,72.8,26.4,0,0.8,51.8,8.5,17.7,53,3.7,18.3,7.8,76.8,7.2,0.8,15.2,48.4,23.1,17.7,5.9,34.4,51.1,0,14.6,20.5,12.8,0.8,78.4,8,0,42.5,57.5
"E00014179",24.2,20.2,20.8,27.5,7.3,56.2,1.7,10.7,31.5,64.9,29.9,3.9,1.3,59.7,6.5,7.9,47.8,11.8,11.8,5.6,66.2,19.5,5.2,9.1,47.6,30.3,11.7,16.6,33.1,50.6,0,12.9,15.2,11.7,0,71.4,16.9,0,44.4,55.6
"E00014180",16.6,23.2,33.6,19.5,7.1,51.3,1.8,19.2,27.7,69.5,26.5,3.3,0.7,66.8,6.4,5.9,68.6,8.9,8.1,2.6,71.5,10.6,2,15.9,59.8,25.3,8.3,7.9,46.3,40.6,2.2,11.1,30.3,17.2,0.7,36.4,45,0.7,52.4,47.6
"E00014181",14.6,16.4,38.8,20.2,10.1,57.9,2.8,17.4,21.9,58.6,34.2,5.4,1.8,76.2,4.1,8.2,80.3,3.4,5.6,0.6,80.2,7.2,0,12.6,54.9,27.5,9.2,3.9,60.8,47.8,1.1,4.5,36,30.6,3.6,26.1,39.6,0,56.7,43.3
"E00014182",16.7,16.6,35.9,19.4,11.5,42.9,0.5,20.3,36.4,48.7,39.1,12.2,0,70.4,3.6,5.3,82,12,0,3.7,62.6,7.8,2.6,27,41.8,47.3,5.5,2.7,56.6,60.4,0.9,4.6,17.1,47.8,0,1.7,45.2,5.2,49.8,50.2
"E00014183",17.3,19.5,34.8,22.2,5.9,42.4,0,26.1,31.5,44.9,46.1,4.5,4.4,68.7,0.7,9.3,85.9,2.7,1.6,1.6,61.8,15.7,0,22.5,44.4,42.5,4.6,3.9,65.4,62.5,0,2.7,25.5,58.4,0,2.2,37.1,2.2,52.7,47.3
"E00014184",10.2,22.5,38.8,21.5,7.2,31.6,0.5,20.1,47.8,78.4,18.7,2.9,0,58.9,8.3,3.9,60.3,18.2,4.8,6.7,56.8,8.6,0.7,33.8,67.4,11.6,14.2,7.4,45.8,41.1,1.9,12.9,28.7,14.4,0,25.2,58.3,2.2,50.2,49.8
"E00014185",12.9,30.7,34.8,14.4,7.2,34.8,0.8,21.2,43.2,68.6,26.4,4.4,0.6,61.9,7.1,4,65.9,15.5,2.7,6.4,57.2,6.9,0.6,35.2,61.2,26.7,6,1.7,66.4,60.6,1.5,9.1,20.1,28.9,0,13.8,54.7,2.5,58.3,41.7
"E00014186",8.9,36.6,36.6,13.1,4.9,35.6,3.9,21.5,39,63,31.9,4.2,0.8,57.2,2.7,5.9,61.5,11.7,6.3,6.8,52.9,10.9,0,36.1,70,22.1,4.2,3.2,63.2,46.3,2.9,13.2,21.5,33.6,0,7.6,57.1,1.7,51.2,48.8
"E00014187",7.9,29,39.7,13.5,9.8,35,0.5,29.4,35,62,30.7,7.3,0,69.6,2.7,3.8,72.4,12.6,1.9,4.2,59.9,7.3,2.2,30.7,62.6,25.8,6.1,1,68.7,56.5,1.4,10.3,18.7,37.2,2.2,7.3,48.9,4.4,52.3,47.7
"E00014188",16.4,18.3,36.6,21.4,7.3,32.3,0.6,31.1,36,55.4,38.6,5,1,79.4,2.3,3.8,85.4,6.7,0.6,1.8,72.3,5.9,2,19.8,51.8,33.6,6.6,3.6,68.6,52.4,4.3,5.5,26.8,42.6,1,1,51.5,4,58.5,41.5
"E00014189",16.1,34.9,28.4,16.6,3.8,30.6,3.5,30.6,35.4,50.9,47.4,0.9,0.9,54.8,2.7,3.2,65.5,15.3,2.2,10.9,62.9,12.1,2.6,22.4,64.2,25.9,5.7,2.6,52.8,43.2,1.3,6.1,31.4,34.5,0,0.9,58.6,6,59.8,40.2
"E00014190",14.2,25.4,33.2,15.7,11.1,33.2,0.3,23.8,42.7,69,28.5,1.9,0.6,67.8,6.4,6,67.8,15.4,3.1,4.2,58.2,10.8,0,31,50.6,35.9,8.2,2,69.8,45.1,3.1,8.7,25.5,35.4,0,1.3,58.9,4.4,54.5,45.5
"E00014191",20,15.3,27.4,23.4,13.9,43.8,0.7,25.2,30.3,34.1,52,11.4,2.4,69.7,1,9.1,88.3,6.9,1.1,2.6,65.9,11.4,3.3,19.5,38,53.4,5,1.4,64.3,61.7,2.9,4.7,20.4,56.9,0,1.6,34.1,7.3,46.7,53.3
"E00014192",10,29.6,35.5,15.8,9.3,36.2,0.7,30.3,32.9,57,33.3,8.6,1.1,61.2,3,7.5,80.3,9.9,2,2,62.4,7.5,3.2,26.9,53.6,37.7,5.1,2.2,66.7,57.9,2.6,3.3,22.4,48.4,0,3.2,47.3,1.1,48.7,51.3
"E00014193",16.5,30.8,23.3,23.6,5.7,40.3,0.7,21.6,37.5,54.7,33.1,10.8,1.4,61.7,4.3,6.5,77.4,13.8,1.4,2.1,62.8,7.4,3.4,26.4,54.2,37.9,4.2,4.2,69.6,62.5,2.1,6.7,22.6,41.9,0,2,45.9,10.1,49.5,50.5
"E00014194",19.2,16.1,33.1,25,6.6,36.8,1.5,25,36.8,44.6,52.3,3.1,0,72.2,3.7,6.5,84.6,8.1,0.7,1.5,61.5,12.3,0,26.2,44.6,42.9,8.9,3.6,67.9,60.3,2.2,2.2,24.3,50.8,0,1.5,46.2,1.5,50,50
"E00014195",17,25.1,29.8,18.2,10,36.8,0.6,31,31.6,49.4,39.8,8.4,2.4,60.3,5.7,5,69.6,18.1,1.8,5.3,69.9,4.8,2.4,22.9,48.3,40,9,4.1,61.4,49.1,2.3,2.3,28.1,50.6,0,1.2,43.4,4.8,48.5,51.5
"E00014196",11.1,18.1,37.5,23.6,9.8,35.4,2.1,33.3,29.2,59.3,30.8,7.7,2.2,69.4,4.1,5.8,78.5,8.3,0.7,3.5,61.5,9.9,1.1,27.5,51.6,38.3,6.2,2.3,64.8,63.9,0.7,1.4,21.5,34.1,1.1,8.8,53.8,2.2,53.5,46.5
"E00014197",5.9,31.1,40.5,15.8,6.9,35.6,2.7,24.3,37.4,61,36,2.2,0.7,74.5,0.5,2.9,73.4,12.2,0.9,2.7,66.2,8.1,0.7,25,73,18,4.7,2.4,63,56.8,0.9,8.1,19.4,37.5,0,5.9,55.9,0.7,58.6,41.4
"E00014198",13.4,23.4,33.2,19.2,10.9,35.2,1.6,29,34.2,62.4,32.5,5.1,0,75.6,1.2,6.1,75.1,11.4,2.1,2.6,54.7,6,3.4,35.9,57.4,32.5,6.5,3,63.9,53.9,0.5,4.7,25.4,32.5,0,6.8,55.6,5.1,52.3,47.7
"E00014199",23,17.7,42.6,11.5,5.4,32.5,0.5,32.5,34.4,50,41.5,7.4,1.1,74.1,1.9,1.9,75.6,14.4,1.9,3.8,48.9,14.9,6.4,29.8,48.5,43.6,4.9,3.7,74.2,46.4,3.8,9.6,24.9,44.7,1.1,1.1,47.9,5.3,54.5,45.5
"E00014200",12.7,31.4,36.2,13.3,6.4,25.5,0,27.1,47.3,65.4,29.8,2.9,1.9,61.7,3.7,3.7,65.4,18.6,4.3,3.2,46.2,10.6,0,43.3,66.1,20.6,7.3,3,47.9,47.9,4.3,10.6,22.3,26.9,0,17.3,52.9,2.9,40.4,59.6
"E00014201",10.8,44.3,23.6,15.7,5.5,35.8,1.2,23,40,62.5,31.7,4.8,1,52,1.3,2.7,61.8,23.6,1.2,2.4,57.7,6.7,1.9,33.7,74,22.7,2.7,3.3,51.3,45.5,1.2,7.3,24.8,27.9,1,1.9,68.3,1,53.9,46.1
"E00014202",15.8,23.4,37.8,19.9,3,32.7,1,28.6,37.8,58.3,31.1,9.7,1,75,2.4,2.4,79.1,9.7,3.1,2.6,56.3,9.7,1,33,51.8,41.1,4.8,0.6,75.6,63.8,1.5,4.6,20.4,40.8,0,1,56.3,1.9,50.5,49.5
"E00014203",15.9,14.8,35.4,23.5,10.2,45.1,4.1,19.5,31.3,62.9,31,6,0,68.6,2.6,11.8,86.2,5.6,3.1,1.5,62.9,12.9,0.9,23.3,56,28.3,11.4,4.2,71.7,54.9,4.1,3.6,22.6,44,0,22.4,32.8,0.9,42.1,57.9
"E00014204",18.9,10.2,34.7,25.3,10.9,37.4,0.8,30.6,31.3,47.6,38.7,12.9,0.8,68.9,1.9,8.6,85.7,8.7,1.1,0.8,54.8,17.7,4,23.4,31.4,57.3,7.7,2.7,65,64.9,1.5,1.5,21.5,54.8,0,0,44.4,0.8,52.8,47.2
"E00014205",10,31.3,30.4,20.8,7.6,37.1,0.4,25.8,36.7,54.2,37.3,5.9,2.5,70.3,1.4,4.8,82.1,7.5,1.7,0.4,61,9.3,1.7,28,50.5,39,6,2.3,68.8,66.2,2.5,3.3,15.8,50.8,0,0.8,44.1,4.2,51.2,48.8
"E00014206",7.9,24.3,21.4,22.1,24.2,42.9,0.7,20,36.4,79.6,17.5,2.9,0,54.9,2.7,16.8,75,15.7,2.9,1.4,61.2,1.9,1,35.9,56.6,20.9,11.6,0.8,53.5,47.1,0.7,2.1,29.3,25.2,1.9,32,36.9,3.9,51.4,48.6
"E00014207",24.7,19,19.7,23.6,13,38,2.8,25,34.2,45.9,44,7.3,2.7,60.5,3.4,5.4,67.3,19.4,1.4,6,53.2,15.6,4.6,26.6,40.5,49.1,3.2,4.5,52.3,53.9,1.4,12,17.3,40.4,0,26.6,27.5,5.5,49.6,50.4
"E00014208",11.9,17.6,37.1,22.7,10.7,37.7,0.6,21.4,40.3,55.2,29.2,11.5,4.1,78.9,2.3,5.3,89.9,6.9,0,0.6,62.5,12.5,0,25,44.7,41.1,7.8,1.4,68.1,58.5,1.3,2.5,22,34.4,0,9.4,54.2,2.1,55.3,44.7
"E00014209",17.4,23.3,36.7,17.8,4.7,26.6,0.7,35,37.7,62.9,32,3.4,1.7,66,0.8,2,78.5,9.1,1.3,4.7,44.6,9.1,4.6,41.7,54.5,33.2,5.9,2.8,64.8,59.6,3.4,4.7,18.5,25.1,0.6,8.6,64.6,1.1,54.2,45.8
"E00014210",8.4,29.4,37.9,16.8,7.4,36,0.5,30.4,33.2,63.2,31.6,4.5,0.8,63.9,4.7,6.8,74.8,13.6,1.9,0.9,60.2,4.5,1.5,33.8,62.2,23.5,7.7,4.1,62.2,58.9,3.3,3.3,19.6,35.3,0.8,11.3,49.6,3,53.3,46.7
"E00014211",18.3,13.2,25.8,28.3,14.3,54.5,0.4,19.4,25.8,31.5,44.6,22.3,1.6,68.6,1.4,7.6,91.4,3.2,0.7,2.9,74.6,10,0,15.4,39,47.6,6.5,2.6,61.9,68.8,0.7,3.9,14.3,55.4,0,2.3,34.6,7.7,52.3,47.7
"E00014212",14.4,20.5,33.1,22.6,9.5,39.2,0.6,27.6,32.6,43.4,42.4,12.1,2,75.2,2,7.2,86.7,5,0,1.1,61.6,10.1,0,28.3,49.7,41.3,5.8,1.9,69,61.9,4.4,0.6,22.7,26.3,0,17.2,53.5,3,50.8,49.2
"E00014213",9.1,25.3,37.1,9.2,19.3,38.9,0.9,29.3,31,57.3,36.8,4.3,1.7,76.7,1.7,1.7,91.7,3.1,1.3,2.6,64.1,8.5,0.9,26.5,58.2,24,8.2,2.4,64.4,59.4,4.8,3.9,22.3,41,0,6.8,51.3,0.9,45.4,54.6
"E00014214",23.8,9.2,22.8,26.9,17.2,47.9,1,23.1,27.9,23.3,44.2,25,7.5,59.6,0.9,12.2,89.3,5.9,0,0.3,71.7,11.7,3.3,13.3,29.2,58,5.8,6.2,58.8,57.2,5.5,4.8,16.2,71.7,0,0.8,22.5,5,45.9,54.1
"E00014215",8.6,15.5,34,30.9,11.2,42,0,24.5,33.5,49.1,37.1,12.9,0.9,69.1,3.6,9.1,85.1,8,0.5,0,62.1,12.1,0.9,25,42.5,40.2,10.9,1.1,66.1,62.8,1.1,2.1,17,45.7,0.9,0.9,44.8,7.8,50,50
"E00014217",18.6,24.7,33.5,11,12.1,40.3,0.8,24,35,51.8,36,10.5,1.8,57,2.5,7.5,62.4,20.9,3.4,3.8,62.3,16.7,2.6,18.4,48.6,43,2.8,1.4,56.1,52.9,0.4,8.7,23.2,46.5,0,1.8,48.2,3.5,43.3,56.7
"E00014218",10.1,26.7,41.4,13.1,8.8,41.4,1,20.9,36.7,45.3,41.9,11.5,1.4,70.3,2,5.5,78.1,11.4,2,0.3,60.1,18.2,0.7,20.9,47.6,40.1,9,0.4,75.3,56.6,3.7,1,27.3,48.6,0,0,43.2,8.1,53.5,46.5
"E00014219",2.5,14,25.6,33.9,24,38.8,3.3,9.9,47.9,90.7,9.3,0,0,44.4,13.9,13.9,42.1,11.6,23.1,1.7,66,6.2,0,27.8,63,5,19.3,10.9,37.8,51.2,0.8,9.9,25.6,3.1,0,92.8,4.1,0,47.9,52.1
"E00014220",5.9,39.6,36.4,14.1,4.2,29.1,3.2,15.9,51.8,79.7,14.7,4.9,0.7,41.1,14.9,2.5,53.2,20,10.5,6.4,47.6,4.9,0.7,46.9,72.5,15.5,8.2,3.9,48.8,38.6,1.8,16.8,27.3,23.8,0,12.6,62.2,1.4,67.3,32.7
"E00014221",17,19.6,33.1,23.1,7.1,56.9,2.1,18.1,22.8,51.7,40,6.2,2.1,63.6,7.9,4.4,73,4.3,10.7,0.7,74.5,6.2,2.1,17.2,56.3,25.2,10.9,8.4,39.9,60.5,0.4,8.5,18.9,39.3,2.8,30.3,26.9,0.7,52,48
"E00014222",28.2,11.3,23.7,33.8,2.7,58.4,1.4,9.1,31.1,44.1,51.6,3.2,1.1,49.7,6,6,45.2,7.3,23.7,8.2,71,9.7,6.5,12.9,49.1,30.8,11.2,17.8,26.6,49.3,0.5,22.8,17.4,9.7,0,79.6,4.3,6.5,50.7,49.3
"E00014223",16.8,18.8,28.3,23.9,12.4,50.2,1.2,16.7,31.9,53.3,32,9,5.7,68.2,3,6,81.3,9.2,0.8,1.6,68,8.2,0.8,23,38.2,47.2,7.5,7.1,56.1,57.8,4,4.4,23.1,50.8,0,2.5,41.8,4.9,49,51
"E00014224",18.4,18.5,28.3,27,7.7,60.5,1.7,19.7,18,25.2,50.4,20.9,3.5,77,2.7,4.8,93.1,4.7,0.9,0.4,75.7,13,0,11.3,45.1,42,5.2,2.1,63.7,70,2.6,3,13.3,43.5,0,3.5,51.3,1.7,51.9,48.1
"E00014225",13.2,13.2,27.7,29.6,16.4,51.6,2.3,20.7,25.4,40.3,41.9,14.5,3.2,69.2,0,16.3,85.9,5.2,1.4,1.4,74.2,10.5,0.8,14.5,40.5,40.5,9.2,2.7,61.1,64.8,2.8,3.8,18.8,52.4,0,7.3,36.3,4,50.7,49.3
"E00014226",8,14.1,22.1,33.7,22.1,58.9,3.7,12.9,24.5,46.9,40.6,11.5,1,58.5,5.9,15.6,89,0.6,4.3,1.2,87.5,6.2,2.1,4.2,33.3,47.3,9.3,4.7,52.7,63.8,3.7,0,22.1,34.4,0,33.3,30.2,2.1,54,46
"E00014227",13.9,18.9,26.3,24,16.8,54.4,1.5,22.3,21.9,47.2,45.7,7.1,0,59.9,2.3,10.8,86.1,5.5,2.2,2.6,66.1,15,1.6,17.3,51.7,27.9,9.2,4.2,57.5,63.9,0,4.7,17.2,56.7,0.8,17.3,23.6,1.6,52.2,47.8
"E00014228",10,8.1,20.7,38.7,22.7,55.3,6,12,26.7,54.5,30.7,11.4,3.4,59.5,6,15.5,76,10.7,4,0,76.1,8,0,15.9,44.9,36.8,8.1,8.1,45.6,53.3,4.7,3.3,17.3,36.4,0,43.2,13.6,6.8,42,58
"E00014229",13.7,21.2,26.9,21.7,16.6,35.4,0,16.6,48,46,41,9,4,52.4,4.9,9.8,57.1,13.7,5.1,14.9,56,8,4,32,44.1,33.6,13.8,7.9,58.6,49.1,3.4,14.9,13.7,55,0,1,42,2,45.1,54.9
"E00014230",9.3,33.4,27.2,19.2,10.6,43.3,0.9,21,34.8,61.7,32,5.5,0.8,72.4,1.5,7,79.9,14.3,0.9,2.7,54.7,14.1,0,31.2,58.3,31.1,8.3,2.4,65,52.2,0.4,8.9,22.3,46.1,1.6,0.8,46.1,5.5,45.1,54.9
"E00014231",21.9,10.9,19.3,29,18.9,54.6,2.1,8.8,34.5,25,41.3,25,8.6,62,2.2,12.3,84.5,3.4,5.5,0.4,80.4,14.1,1.1,4.3,23.3,61.4,6.9,5.3,59.3,68.5,7.6,1.7,15.1,70.7,0,2.2,21.7,5.4,48.7,51.3
"E00014232",10.2,17.8,17.8,27.6,26.5,46.5,1.1,21.6,30.8,36,53,8,3,61.1,1.3,15.4,87.6,5.9,0.5,1.1,73,16,0,11,34.9,44.4,5.3,4.1,57.4,73.5,1.1,1.1,15.1,64,1,2,27,6,48.1,51.9
"E00014233",9.2,9.7,21.7,32.6,26.8,56,2.3,8.6,33.1,79.3,17.4,3.3,0,52.7,5.4,17.1,68,13.7,6.3,3.4,69.4,3.3,0.8,26.4,36.9,31.2,13.1,9.4,37.5,56,0.6,8.6,20.6,14,0,66.9,14.9,4.1,45.7,54.3
"E00014234",11.1,16.4,29.2,24.8,18.6,57.5,2.2,11.5,28.8,47.3,34.9,12.4,5.4,61.6,7,13,83.6,6.6,3.5,1.3,71.3,13.2,1.6,14,43.3,38.9,12.8,7.4,59.6,65.5,0.9,6.2,16.4,46.5,1.6,27.1,22.5,2.3,54,46
"E00014235",11.8,14.6,21.5,19.2,32.7,58.2,0.6,16.9,24.3,57.3,35.9,4.9,1.9,64.3,3.6,13.4,88.7,2.8,1.1,0,77.7,6.8,0,15.5,30.6,40.8,8.3,1.3,56.1,63.8,1.1,5.6,19.8,75.7,1.9,2.9,18.4,1,41.8,58.2
"E00014236",11.3,17.2,34.8,18.1,18.6,49.8,3.6,10,36.7,82.3,15.6,2.1,0,54,4.6,9.2,57.5,10.9,13.6,9,66,7.8,1.4,24.8,52,29.8,9.6,6.1,32.3,51.6,0.9,18.6,12.2,14.2,0,68.8,15.6,1.4,53.8,46.2
"E00014237",24.4,18.3,20.9,23.7,12.8,70.9,4.1,5.4,19.6,63.3,31.7,3.3,1.7,49,8.7,8.7,62.8,15.5,0,4.7,75,15,1.7,8.3,47.8,31.3,10.4,13,27,49.3,0.7,15.5,16.2,30,1.7,61.7,5,1.7,45.9,54.1
"E00014238",10.1,14.6,10.8,27.2,37.3,58.9,4.4,8.9,27.8,74,23,3,0,42.9,6.7,16.2,71.5,8.9,10.8,4.4,72,5,3,20,41.4,24.8,15.2,8.3,31.7,62.7,0.6,8.2,19,22,0,55,17,6,41.8,58.2
"E00014239",26.6,20.2,17,23.7,12.4,67.2,0.4,9.5,22.8,67.7,28.1,3.1,1,49.4,10.7,8.9,55.2,10.8,13.7,4.6,65.6,18.8,4.2,11.5,45.6,29.7,9.9,9.9,20.9,50.6,2.1,23.7,14.9,10.4,0,84.4,4.2,1,46.1,53.9
"E00014240",25.8,14.5,20.4,26.9,12.5,53.3,0.9,10.7,35.1,72.2,24.8,3,0,48.5,6.1,14,47.3,15.7,15.4,5.6,50.4,18.8,12.8,18,40.2,31.6,16,8.2,30.3,60.2,1.3,25.1,9.1,12,0,77.4,9,1.5,41.4,58.6
"E00014241",16.3,14.9,19.5,23.7,25.6,61.4,1.9,8.4,28.4,70.8,23,6.2,0,51,9.4,12.8,60,13,9.3,6,67.3,9.7,6.2,16.8,45.9,27,12.4,11.4,30.3,60.5,0,18.1,11.6,16.8,0,63.7,15,4.4,49.3,50.7
"E00014242",22.2,15.1,16.2,34.7,11.7,61.5,2.3,7.9,28.3,69.1,26.8,4.1,0,55.8,8.5,10.6,58.5,7.9,17.4,6,69.9,12.2,4.1,13.8,45.7,31,13.3,11.4,22.9,53.6,0,16.6,19.6,2.4,0.8,93.5,2.4,0.8,42.3,57.7
"E00014243",18.3,20,23,26.7,11.9,42.2,1.5,10.2,46.2,68.4,28.5,1.3,1.9,45.5,6.2,11.3,35.2,25.6,13.7,7,46.8,20.3,1.9,31,48.3,26,12.2,9.4,25.3,41.6,0.3,38.4,9.9,10.1,0,81,7.6,1.3,44.2,55.8
"E00014244",17.7,15.7,20.1,27.4,19.1,53.4,2.9,11.3,32.4,67,29.1,3.9,0,53.2,7.6,16.5,53.4,10.8,4.4,12.3,67,11.7,1.9,19.4,44.7,28.8,12.9,11.2,33.5,52,0.5,20.6,14.2,24.3,0,58.3,15.5,1.9,46.6,53.4
"E00014246",30.3,11.5,25.9,25.9,6.4,54.7,2.9,7.2,35.3,70.6,27.5,2,0,47.5,5,7.9,54,16.5,6.5,4.3,56.9,19.6,5.9,17.6,49.5,25.2,17.5,14.6,24.3,43.2,0,29.5,12.2,29.4,0,54.9,15.7,0,38.1,61.9
"E00014247",24.4,15,22.5,21.5,16.6,52.8,1.8,8.1,37.2,73.6,24.9,1.5,0,43.2,9.9,15.5,53.2,17.6,9.1,5.3,54.8,18.3,7.1,19.8,44.6,32.9,10.1,9.6,23.3,44.3,0,32.8,13.4,8.6,0,86.8,3.6,1,49.8,50.2
"E00014248",9.3,23.5,26.7,21.5,18.9,59.2,5.2,15.2,20.4,52.6,35.8,10.5,1.1,61.7,6,12,79.6,9.9,2.6,0,80,6.3,0,13.7,54.3,30.3,5.7,4.6,52.6,63.4,0,4.7,18.3,46.3,0,26.3,26.3,1.1,45.5,54.5
